record_id,company_name,registered_country,reg_no,lei,aum_usd_millions,incorporation_date,last_kyc_review,is_real_company,data_source,company_name_clean,company_name_en,company_name_zh,reg_no_normalized,risk_tier,base_risk_score,kyc_refresh_due,days_until_next_review,large_transaction_flag,lei_valid,lei_enhanced,lei_enhanced_valid
KYC001576,Clark Ward and Burton Ltd / 中投資有限公司,HK,14645270,,55.4,2006-06-03,2024-07-28,False,generated,CLARK WARD AND BURTON 中投資有限公司,Clark Ward and Burton Ltd,中投資有限公司,14645270,中,20,False,595,False,False,,False
KYC001577,Jones Group Holdings / 捷地產有限公司,VG,VG126662,,75.71,2019-03-09,2024-03-22,False,generated,JONES 捷地產有限公司,Jones Group Holdings,捷地產有限公司,VG126662,高,50,False,102,False,False,,False
KYC001578,Hall Ltd Holdings / 亨實業有限公司,KY,KY103179,,5.6,2016-11-30,2024-04-01,False,generated,HALL 亨實業有限公司,Hall Ltd Holdings,亨實業有限公司,KY103179,高,60,False,112,False,False,,False
KYC001579,Mckee Grant and Stein Ltd / 嘉實業有限公司,HK,5253688,,1034.47,1992-09-27,2024-11-10,False,generated,MCKEE GRANT AND STEIN 嘉實業有限公司,Mckee Grant and Stein Ltd,嘉實業有限公司,5253688,中,20,False,700,True,False,,False
KYC001580,Smith PLC Limited / 嘉貿易有限公司,KY,KY273600,,31.45,1998-05-25,2025-11-14,False,generated,SMITH PUBLIC 嘉貿易有限公司,Smith PLC Limited,嘉貿易有限公司,KY273600,高,60,False,704,False,False,,False
KYC001581,Stuart-Prince Group / 嘉實業有限公司,HK,5609069,,33.94,1993-09-09,2025-07-01,False,generated,STUART-PRINCE 嘉實業有限公司,Stuart-Prince Group,嘉實業有限公司,5609069,中,20,False,933,False,False,,False
KYC001582,White-Glenn Limited / 嘉科技有限公司,SG,200479383,,31.03,2006-01-26,2025-10-27,False,generated,WHITE-GLENN 嘉科技有限公司,White-Glenn Limited,嘉科技有限公司,200479383,中,25,False,1051,False,False,,False
KYC001583,Cooke Coleman and Thornton Holdings / 中實業有限公司,CN,CN-3181,,144.54,1995-01-01,2025-10-13,False,generated,COOKE COLEMAN AND THORNTON 中實業有限公司,Cooke Coleman and Thornton Holdings,中實業有限公司,CN3181,低,10,False,1767,False,False,,False
KYC001584,Shaw Todd and Cardenas Holdings / 嘉科技有限公司,CN,CN-7242,,18.59,2020-10-11,2023-01-22,False,generated,SHAW TODD AND CARDENAS 嘉科技有限公司,Shaw Todd and Cardenas Holdings,嘉科技有限公司,CN7242,低,10,False,772,False,False,,False
KYC001585,Osborn LLC Ltd / 嘉地產有限公司,HK,7452652,,31.04,2022-03-01,2025-09-13,False,generated,OSBORN LIABILITY 嘉地產有限公司,Osborn LLC Ltd,嘉地產有限公司,7452652,中,20,False,1007,False,False,,False
KYC001586,Kramer-Weeks Limited / 國投資有限公司,SG,201572244,,105.98,2004-07-19,2025-04-04,False,generated,KRAMER-WEEKS 國投資有限公司,Kramer-Weeks Limited,國投資有限公司,201572244,中,25,False,845,False,False,,False
KYC001587,Contreras Ltd Limited / 中投資有限公司,HK,8757801,,289.69,1993-06-04,2024-10-08,False,generated,CONTRERAS 中投資有限公司,Contreras Ltd Limited,中投資有限公司,8757801,中,20,False,667,False,False,,False
KYC001588,Glass Inc Limited / 金科技有限公司,HK,17024234,,4.88,2003-07-04,2025-09-30,False,generated,GLASS 金科技有限公司,Glass Inc Limited,金科技有限公司,17024234,中,20,False,1024,False,False,,False
KYC001589,Gonzales-Morris Limited / 金貿易有限公司,HK,3646982,,7.49,2001-08-04,2024-09-04,False,generated,GONZALES-MORRIS 金貿易有限公司,Gonzales-Morris Limited,金貿易有限公司,3646982,中,20,False,633,False,False,,False
KYC001590,Graham Martin and Jones Holdings / 金實業有限公司,HK,9194711,213800K58IIT0D5TGE62,5.5,2021-09-10,2025-10-08,False,generated,GRAHAM MARTIN AND JONES 金實業有限公司,Graham Martin and Jones Holdings,金實業有限公司,9194711,中,20,False,1032,False,True,213800K58IIT0D5TGE62,True
KYC001591,Woods-Reyes PLC / 嘉貿易有限公司,HK,9210244,,36.45,2022-02-17,2022-08-24,False,generated,WOODS-REYES PUBLIC 嘉貿易有限公司,Woods-Reyes PLC,嘉貿易有限公司,9210244,中,20,True,0,False,False,,False
KYC001592,Rubio-King PLC / 嘉地產有限公司,HK,1204982,,18.58,2019-12-12,2025-09-06,False,generated,RUBIO-KING PUBLIC 嘉地產有限公司,Rubio-King PLC,嘉地產有限公司,1204982,中,20,False,1000,False,False,,False
KYC001593,Martin-Carter PLC / 嘉投資有限公司,KY,KY126968,,755.45,1991-09-21,2025-10-22,False,generated,MARTIN-CARTER PUBLIC 嘉投資有限公司,Martin-Carter PLC,嘉投資有限公司,KY126968,高,60,False,681,True,False,,False
KYC001594,Davis Wade and Moore Holdings / 大貿易有限公司,HK,14098774,,80.81,1992-04-09,2025-05-12,False,generated,DAVIS WADE AND MOORE 大貿易有限公司,Davis Wade and Moore Holdings,大貿易有限公司,14098774,中,20,False,883,False,False,,False
KYC001595,Smith PLC Limited / 嘉實業有限公司,KY,KY443021,254900M0I938KZZSLP27,43.08,2013-02-01,2024-11-27,False,generated,SMITH PUBLIC 嘉實業有限公司,Smith PLC Limited,嘉實業有限公司,KY443021,高,60,False,352,False,True,254900M0I938KZZSLP27,True
KYC001596,Wolfe Ward and Vasquez Ltd / 嘉貿易有限公司,HK,11855727,,63.21,2017-09-23,2025-06-24,False,generated,WOLFE WARD AND VASQUEZ 嘉貿易有限公司,Wolfe Ward and Vasquez Ltd,嘉貿易有限公司,11855727,中,20,False,926,False,False,,False
KYC001597,Schmidt-Beasley PLC / 嘉地產有限公司,HK,2147605,,39.97,1991-12-22,2025-11-18,False,generated,SCHMIDT-BEASLEY PUBLIC 嘉地產有限公司,Schmidt-Beasley PLC,嘉地產有限公司,2147605,中,20,False,1073,False,False,,False
KYC001598,Garcia-Erickson PLC / 金科技有限公司,VG,VG232297,,43.42,1995-08-21,2025-10-06,False,generated,GARCIA-ERICKSON PUBLIC 金科技有限公司,Garcia-Erickson PLC,金科技有限公司,VG232297,高,50,False,665,False,False,,False
KYC001599,Hernandez-Miller Limited / 亨金融有限公司,CN,CN-1044,,99.58,2015-02-22,2024-09-27,False,generated,HERNANDEZ-MILLER 亨金融有限公司,Hernandez-Miller Limited,亨金融有限公司,CN1044,低,10,False,1386,False,False,,False
KYC001600,Stevens-Stevens Ltd / 嘉貿易有限公司,HK,11177397,,32.19,2006-08-24,2025-07-05,False,generated,STEVENS-STEVENS 嘉貿易有限公司,Stevens-Stevens Ltd,嘉貿易有限公司,11177397,中,20,False,937,False,False,,False
KYC001601,"DUQUE BOTERO, Jorge Alirio",VG,VG884530,,206.12,2018-06-24,2023-05-06,False,generated,DUQUE BOTERO JORGE ALIRIO,"DUQUE BOTERO, Jorge Alirio",,VG884530,高,50,True,0,False,False,,False
KYC001602,Rasmussen Wallace and Daniels PLC / 嘉投資有限公司,KY,KY183295,254900AIHLVKNRFPOS85,9.34,1992-02-04,2022-07-24,False,generated,RASMUSSEN WALLACE AND DANIELS PUBLIC 嘉投資有限公司,Rasmussen Wallace and Daniels PLC,嘉投資有限公司,KY183295,高,60,True,0,False,True,254900AIHLVKNRFPOS85,True
KYC001603,Hughes-Johnson Group / 亨地產有限公司,HK,1641241,,28.57,2010-11-18,2025-04-03,False,generated,HUGHES-JOHNSON 亨地產有限公司,Hughes-Johnson Group,亨地產有限公司,1641241,中,20,False,844,False,False,,False
KYC001604,Bell-Peters Limited / 百貿易有限公司,CN,CN-9172,,3.76,2007-12-03,2024-07-27,False,generated,BELL-PETERS 百貿易有限公司,Bell-Peters Limited,百貿易有限公司,CN9172,低,10,False,1324,False,False,,False
KYC001605,Scott Group Holdings / 嘉科技有限公司,CN,CN-3811,,81.24,2021-11-03,2025-09-18,False,generated,SCOTT 嘉科技有限公司,Scott Group Holdings,嘉科技有限公司,CN3811,低,10,False,1742,False,False,,False
KYC001606,Knight Inc Holdings / 國金融有限公司,HK,15177724,,18.23,1990-04-23,2025-12-04,False,generated,KNIGHT 國金融有限公司,Knight Inc Holdings,國金融有限公司,15177724,中,20,False,1089,False,False,,False
KYC001607,Nixon Inc PLC / 嘉金融有限公司,CN,CN-2054,,68.38,2012-07-19,2025-06-06,False,generated,NIXON PUBLIC 嘉金融有限公司,Nixon Inc PLC,嘉金融有限公司,CN2054,低,10,False,1638,False,False,,False
KYC001608,Mclean Daugherty and Ruiz PLC / 嘉金融有限公司,HK,2204194,,56.01,1996-04-24,2024-10-09,False,generated,MCLEAN DAUGHERTY AND RUIZ PUBLIC 嘉金融有限公司,Mclean Daugherty and Ruiz PLC,嘉金融有限公司,2204194,中,20,False,668,False,False,,False
KYC001609,Brady LLC Group / 百科技有限公司,VG,VG203624,,4.54,1993-02-22,2025-12-09,False,generated,BRADY LIABILITY 百科技有限公司,Brady LLC Group,百科技有限公司,VG203624,高,50,False,729,False,False,,False
KYC001610,Berry Zimmerman and Fleming PLC / 百金融有限公司,HK,8274672,,57.88,1997-05-22,2025-12-09,False,generated,BERRY ZIMMERMAN AND FLEMING PUBLIC 百金融有限公司,Berry Zimmerman and Fleming PLC,百金融有限公司,8274672,中,20,False,1094,False,False,,False
KYC001611,Hood Ltd Holdings / 亨實業有限公司,KY,KY922209,,21.56,2005-06-06,2024-01-04,False,generated,HOOD 亨實業有限公司,Hood Ltd Holdings,亨實業有限公司,KY922209,高,60,False,24,False,False,,False
KYC001612,Richard Smith and Matthews Limited / 嘉地產有限公司,HK,8702898,,18.5,2002-04-20,2023-06-25,False,generated,RICHARD SMITH AND MATTHEWS 嘉地產有限公司,Richard Smith and Matthews Limited,嘉地產有限公司,8702898,中,20,False,196,False,False,,False
KYC001613,Mendez Becker and Evans Group / 嘉投資有限公司,VG,VG427557,254900DVP3AB2FFHKT61,11.47,2004-07-21,2025-08-24,False,generated,MENDEZ BECKER AND EVANS 嘉投資有限公司,Mendez Becker and Evans Group,嘉投資有限公司,VG427557,高,50,False,622,False,True,254900DVP3AB2FFHKT61,True
KYC001614,Christensen Francis and Wells Group / 中金融有限公司,HK,2611492,,44.3,2015-05-05,2025-07-15,False,generated,CHRISTENSEN FRANCIS AND WELLS 中金融有限公司,Christensen Francis and Wells Group,中金融有限公司,2611492,中,20,False,947,False,False,,False
KYC001615,George-Phillips Group / 金地產有限公司,HK,17023782,,27.25,2023-11-01,2025-01-18,False,generated,GEORGE-PHILLIPS 金地產有限公司,George-Phillips Group,金地產有限公司,17023782,中,20,False,769,False,False,,False
KYC001616,Lloyd Rowe and Rollins Ltd / 嘉金融有限公司,HK,13391946,,0.63,2006-04-13,2025-10-11,False,generated,LLOYD ROWE AND ROLLINS 嘉金融有限公司,Lloyd Rowe and Rollins Ltd,嘉金融有限公司,13391946,中,20,False,1035,False,False,,False
KYC001617,Peterson Anthony and Craig Ltd / 嘉實業有限公司,KY,KY278966,,96.81,2021-03-21,2025-09-19,False,generated,PETERSON ANTHONY AND CRAIG 嘉實業有限公司,Peterson Anthony and Craig Ltd,嘉實業有限公司,KY278966,高,60,False,648,False,False,,False
KYC001618,Page and Sons Holdings / 嘉金融有限公司,KY,KY747401,,21.39,1991-11-16,2025-07-10,False,generated,PAGE AND SONS 嘉金融有限公司,Page and Sons Holdings,嘉金融有限公司,KY747401,高,60,False,577,False,False,,False
KYC001619,Wong Decker and Ortega Group / 嘉科技有限公司,HK,16815589,,43.09,2003-05-30,2024-11-07,False,generated,WONG DECKER AND ORTEGA 嘉科技有限公司,Wong Decker and Ortega Group,嘉科技有限公司,16815589,中,20,False,697,False,False,,False
KYC001620,Strickland and Sons Group / 嘉貿易有限公司,SG,200082264,,16.41,2000-03-13,2025-07-08,False,generated,STRICKLAND AND SONS 嘉貿易有限公司,Strickland and Sons Group,嘉貿易有限公司,200082264,中,25,False,940,False,False,,False
KYC001621,Cuevas PLC PLC / 中地產有限公司,SG,202399751,,296.94,2023-11-14,2025-04-09,False,generated,CUEVAS PUBLIC PUBLIC 中地產有限公司,Cuevas PLC PLC,中地產有限公司,202399751,中,25,False,850,False,False,,False
KYC001622,Hernandez Ltd PLC / 亨科技有限公司,SG,201126171,,330.59,2004-08-23,2023-03-13,False,generated,HERNANDEZ PUBLIC 亨科技有限公司,Hernandez Ltd PLC,亨科技有限公司,201126171,中,25,False,92,False,False,,False
KYC001623,Martin PLC Limited / 嘉投資有限公司,CN,CN-9041,,46.11,1995-03-06,2025-04-13,False,generated,MARTIN PUBLIC 嘉投資有限公司,Martin PLC Limited,嘉投資有限公司,CN9041,低,10,False,1584,False,False,,False
KYC001624,Wu and Sons Holdings / 嘉金融有限公司,KY,KY917639,,7.47,1992-01-15,2025-05-21,False,generated,WU AND SONS 嘉金融有限公司,Wu and Sons Holdings,嘉金融有限公司,KY917639,高,60,False,527,False,False,,False
KYC001625,Carr Ltd PLC / 中實業有限公司,CN,CN-1729,,0.48,1990-03-04,2024-06-25,False,generated,CARR PUBLIC 中實業有限公司,Carr Ltd PLC,中實業有限公司,CN1729,低,10,False,1292,False,False,,False
KYC001626,Parsons-Gibson Holdings / 嘉實業有限公司,CN,CN-6576,,25.13,2006-12-03,2025-03-11,False,generated,PARSONS-GIBSON 嘉實業有限公司,Parsons-Gibson Holdings,嘉實業有限公司,CN6576,低,10,False,1551,False,False,,False
KYC001627,Lowe-Gonzalez Ltd / 嘉科技有限公司,HK,8190543,,25.4,2022-12-18,2025-04-25,False,generated,LOWE-GONZALEZ 嘉科技有限公司,Lowe-Gonzalez Ltd,嘉科技有限公司,8190543,中,20,False,866,False,False,,False
KYC001628,"NIKOLIC, Momir",HK,12151416,,2.34,2007-02-01,2025-11-24,False,generated,NIKOLIC MOMIR,"NIKOLIC, Momir",,12151416,中,20,False,1079,False,False,,False
KYC001629,Todd Group Ltd / 嘉投資有限公司,HK,7326625,,96.12,2006-09-18,2025-01-09,False,generated,TODD 嘉投資有限公司,Todd Group Ltd,嘉投資有限公司,7326625,中,20,False,760,False,False,,False
KYC001630,Turner LLC Holdings / 嘉投資有限公司,HK,10677849,,56.66,2018-05-26,2023-03-05,False,generated,TURNER LIABILITY 嘉投資有限公司,Turner LLC Holdings,嘉投資有限公司,10677849,中,20,False,84,False,False,,False
KYC001631,Turner-Meyer PLC / 嘉地產有限公司,VG,VG104360,,58.56,2012-12-04,2022-06-10,False,generated,TURNER-MEYER PUBLIC 嘉地產有限公司,Turner-Meyer PLC,嘉地產有限公司,VG104360,高,50,True,0,False,False,,False
KYC001632,Harris Cabrera and Thomas PLC / 亨科技有限公司,HK,15464370,,6.42,1993-05-18,2025-01-06,False,generated,HARRIS CABRERA AND THOMAS PUBLIC 亨科技有限公司,Harris Cabrera and Thomas PLC,亨科技有限公司,15464370,中,20,False,757,False,False,,False
KYC001633,Graves Jordan and Hart Limited / 金金融有限公司,CN,CN-5760,,88.41,1997-03-31,2024-08-18,False,generated,GRAVES JORDAN AND HART 金金融有限公司,Graves Jordan and Hart Limited,金金融有限公司,CN5760,低,10,False,1346,False,False,,False
KYC001634,Evans Macdonald and Porter Holdings / 易貿易有限公司,KY,KY571100,,7.99,2002-10-22,2024-06-03,False,generated,EVANS MACDONALD AND PORTER 易貿易有限公司,Evans Macdonald and Porter Holdings,易貿易有限公司,KY571100,高,60,False,175,False,False,,False
KYC001635,Anderson Ltd PLC / 亞地產有限公司,SG,200260020,,30.83,2022-01-12,2025-11-26,False,generated,ANDERSON PUBLIC 亞地產有限公司,Anderson Ltd PLC,亞地產有限公司,200260020,中,25,False,1081,False,False,,False
KYC001636,Hale Group PLC / 亨貿易有限公司,VG,VG449806,,15.08,1995-05-07,2025-01-06,False,generated,HALE PUBLIC 亨貿易有限公司,Hale Group PLC,亨貿易有限公司,VG449806,高,50,False,392,False,False,,False
KYC001637,Smith LLC Group / 嘉金融有限公司,VG,VG392780,,58.8,1997-01-31,2025-07-12,False,generated,SMITH LIABILITY 嘉金融有限公司,Smith LLC Group,嘉金融有限公司,VG392780,高,50,False,579,False,False,,False
KYC001638,Vasquez-Williams PLC / 嘉貿易有限公司,CN,CN-8247,,10.69,2007-11-10,2025-05-26,False,generated,VASQUEZ-WILLIAMS PUBLIC 嘉貿易有限公司,Vasquez-Williams PLC,嘉貿易有限公司,CN8247,低,10,False,1627,False,False,,False
KYC001639,Green LLC Holdings / 金貿易有限公司,KY,KY360192,,208.03,2001-08-05,2025-05-09,False,generated,GREEN LIABILITY 金貿易有限公司,Green LLC Holdings,金貿易有限公司,KY360192,高,60,False,515,False,False,,False
KYC001640,Smith Inc Ltd / 嘉貿易有限公司,KY,KY731960,,21.09,2018-03-12,2025-02-14,False,generated,SMITH 嘉貿易有限公司,Smith Inc Ltd,嘉貿易有限公司,KY731960,高,60,False,431,False,False,,False
KYC001641,Owens-Young Holdings / 嘉金融有限公司,KY,KY660759,,54.34,1998-11-13,2023-05-08,False,generated,OWENS-YOUNG 嘉金融有限公司,Owens-Young Holdings,嘉金融有限公司,KY660759,高,60,True,0,False,False,,False
KYC001642,Mann-Hill Limited / 嘉實業有限公司,CN,CN-1829,,18.76,1999-05-01,2024-03-23,False,generated,MANN-HILL 嘉實業有限公司,Mann-Hill Limited,嘉實業有限公司,CN1829,低,10,False,1198,False,False,,False
KYC001643,Burnett-Pollard PLC / 百實業有限公司,SG,201632480,,17.91,2010-04-29,2025-03-01,False,generated,BURNETT-POLLARD PUBLIC 百實業有限公司,Burnett-Pollard PLC,百實業有限公司,201632480,中,25,False,811,False,False,,False
KYC001644,Tucker-Jones Limited / 嘉金融有限公司,HK,13305983,,3376.0,2020-06-06,2025-03-18,False,generated,TUCKER-JONES 嘉金融有限公司,Tucker-Jones Limited,嘉金融有限公司,13305983,中,20,False,828,True,False,,False
KYC001645,Nelson PLC Ltd / 嘉地產有限公司,VG,VG465306,,110.12,1990-02-20,2024-07-23,False,generated,NELSON PUBLIC 嘉地產有限公司,Nelson PLC Ltd,嘉地產有限公司,VG465306,高,50,False,225,False,False,,False
KYC001646,Todd and Sons Ltd / 嘉科技有限公司,HK,11152758,,1.93,1998-05-27,2024-05-10,False,generated,TODD AND SONS 嘉科技有限公司,Todd and Sons Ltd,嘉科技有限公司,11152758,中,20,False,516,False,False,,False
KYC001647,Clark Jenkins and Lopez Limited / 中金融有限公司,HK,2355572,,44.42,2010-02-24,2025-11-28,False,generated,CLARK JENKINS AND LOPEZ 中金融有限公司,Clark Jenkins and Lopez Limited,中金融有限公司,2355572,中,20,False,1083,False,False,,False
KYC001648,Adams Inc Group / 亞實業有限公司,HK,13178537,,11.68,1999-12-26,2023-08-09,False,generated,ADAMS 亞實業有限公司,Adams Inc Group,亞實業有限公司,13178537,中,20,False,241,False,False,,False
KYC001649,Sullivan-Marsh Limited / 嘉金融有限公司,HK,1162165,,4.11,2017-03-12,2024-05-26,False,generated,SULLIVAN-MARSH 嘉金融有限公司,Sullivan-Marsh Limited,嘉金融有限公司,1162165,中,20,False,532,False,False,,False
KYC001650,West-Solomon PLC / 嘉地產有限公司,HK,13046238,,7.64,2016-08-01,2025-05-12,False,generated,WEST-SOLOMON PUBLIC 嘉地產有限公司,West-Solomon PLC,嘉地產有限公司,13046238,中,20,False,883,False,False,,False
KYC001651,Marshall-Peters Holdings / 嘉金融有限公司,HK,6145586,,18.46,2022-02-18,2025-03-13,False,generated,MARSHALL-PETERS 嘉金融有限公司,Marshall-Peters Holdings,嘉金融有限公司,6145586,中,20,False,823,False,False,,False
KYC001652,Johnson-Nguyen PLC / 捷金融有限公司,HK,12696587,,65.25,2016-10-04,2024-05-19,False,generated,JOHNSON-NGUYEN PUBLIC 捷金融有限公司,Johnson-Nguyen PLC,捷金融有限公司,12696587,中,20,False,525,False,False,,False
KYC001653,Mcneil Bell and Jones Group / 嘉實業有限公司,VG,VG430186,,42.18,2003-09-11,2025-07-10,False,generated,MCNEIL BELL AND JONES 嘉實業有限公司,Mcneil Bell and Jones Group,嘉實業有限公司,VG430186,高,50,False,577,False,False,,False
KYC001654,Sanchez Parker and Keller Holdings / 嘉科技有限公司,VG,VG791856,,54.58,2015-05-19,2023-06-05,False,generated,SANCHEZ PARKER AND KELLER 嘉科技有限公司,Sanchez Parker and Keller Holdings,嘉科技有限公司,VG791856,高,50,True,0,False,False,,False
KYC001655,Cortez Anderson and Daniel Limited / 中貿易有限公司,HK,2082061,,174.09,2009-02-28,2023-03-11,False,generated,CORTEZ ANDERSON AND DANIEL 中貿易有限公司,Cortez Anderson and Daniel Limited,中貿易有限公司,2082061,中,20,False,90,False,False,,False
KYC001656,Thompson-Wilson Ltd / 嘉實業有限公司,SG,201918171,,59.62,2015-07-13,2025-11-15,False,generated,THOMPSON-WILSON 嘉實業有限公司,Thompson-Wilson Ltd,嘉實業有限公司,201918171,中,25,False,1070,False,False,,False
KYC001657,Clark-Arnold Holdings / 中科技有限公司,HK,8194939,,19.21,2022-11-17,2025-03-11,False,generated,CLARK-ARNOLD 中科技有限公司,Clark-Arnold Holdings,中科技有限公司,8194939,中,20,False,821,False,False,,False
KYC001658,Andersen PLC PLC / 亞投資有限公司,KY,KY181400,,6.08,2013-04-11,2023-11-29,False,generated,ANDERSEN PUBLIC PUBLIC 亞投資有限公司,Andersen PLC PLC,亞投資有限公司,KY181400,高,60,True,0,False,False,,False
KYC001659,Johnson Foster and Oliver Group / 捷地產有限公司,HK,12846664,,40.58,1994-09-19,2025-09-12,False,generated,JOHNSON FOSTER AND OLIVER 捷地產有限公司,Johnson Foster and Oliver Group,捷地產有限公司,12846664,中,20,False,1006,False,False,,False
KYC001660,Mercer-Calderon PLC / 嘉科技有限公司,HK,6503634,,28.13,2010-09-28,2025-04-20,False,generated,MERCER-CALDERON PUBLIC 嘉科技有限公司,Mercer-Calderon PLC,嘉科技有限公司,6503634,中,20,False,861,False,False,,False
KYC001661,Wilkerson-Kline PLC / 嘉投資有限公司,HK,18172623,,16.94,2023-12-24,2025-05-21,False,generated,WILKERSON-KLINE PUBLIC 嘉投資有限公司,Wilkerson-Kline PLC,嘉投資有限公司,18172623,中,20,False,892,False,False,,False
KYC001662,Parker Inc PLC / 嘉實業有限公司,HK,12908628,,155.35,2013-01-30,2025-11-08,False,generated,PARKER PUBLIC 嘉實業有限公司,Parker Inc PLC,嘉實業有限公司,12908628,中,20,False,1063,False,False,,False
KYC001663,Sloan-Chang Ltd / 嘉科技有限公司,SG,202277317,,5.41,2009-04-04,2025-07-27,False,generated,SLOAN-CHANG 嘉科技有限公司,Sloan-Chang Ltd,嘉科技有限公司,202277317,中,25,False,959,False,False,,False
KYC001664,Chavez-Lopez PLC / 中地產有限公司,VG,VG948794,,49.59,2023-07-30,2025-12-03,False,generated,CHAVEZ-LOPEZ PUBLIC 中地產有限公司,Chavez-Lopez PLC,中地產有限公司,VG948794,高,50,False,723,False,False,,False
KYC001665,Hernandez-Hodge Ltd / 亨地產有限公司,VG,VG688011,,40.63,2021-08-14,2025-12-05,False,generated,HERNANDEZ-HODGE 亨地產有限公司,Hernandez-Hodge Ltd,亨地產有限公司,VG688011,高,50,False,725,False,False,,False
KYC001666,Neal Inc Group / 嘉投資有限公司,VG,VG670758,,44.04,2014-10-25,2023-10-04,False,generated,NEAL 嘉投資有限公司,Neal Inc Group,嘉投資有限公司,VG670758,高,50,True,0,False,False,,False
KYC001667,Kennedy LLC Holdings / 國實業有限公司,HK,15446288,,24.09,2000-11-20,2025-01-03,False,generated,KENNEDY LIABILITY 國實業有限公司,Kennedy LLC Holdings,國實業有限公司,15446288,中,20,False,754,False,False,,False
KYC001668,Lyons LLC Limited / 嘉金融有限公司,SG,200278936,,6.69,1996-01-12,2023-01-04,False,generated,LYONS LIABILITY 嘉金融有限公司,Lyons LLC Limited,嘉金融有限公司,200278936,中,25,False,24,False,False,,False
KYC001669,Barber Love and Williams PLC / 百金融有限公司,HK,9472104,,34.99,1992-07-21,2025-03-14,False,generated,BARBER LOVE AND WILLIAMS PUBLIC 百金融有限公司,Barber Love and Williams PLC,百金融有限公司,9472104,中,20,False,824,False,False,,False
KYC001670,Mclean-Hernandez Limited / 嘉實業有限公司,VG,VG858920,,398.17,1990-05-22,2025-05-22,False,generated,MCLEAN-HERNANDEZ 嘉實業有限公司,Mclean-Hernandez Limited,嘉實業有限公司,VG858920,高,50,False,528,False,False,,False
KYC001671,Johnson Dickson and Murillo PLC / 捷地產有限公司,KY,KY285072,3779001XNGT4908QA935,447.67,1998-07-20,2025-11-16,False,generated,JOHNSON DICKSON AND MURILLO PUBLIC 捷地產有限公司,Johnson Dickson and Murillo PLC,捷地產有限公司,KY285072,高,60,False,706,False,True,3779001XNGT4908QA935,True
KYC001672,Reyes Howell and Osborne Ltd / 嘉實業有限公司,CN,CN-7539,,99.31,2021-09-07,2025-08-04,False,generated,REYES HOWELL AND OSBORNE 嘉實業有限公司,Reyes Howell and Osborne Ltd,嘉實業有限公司,CN7539,低,10,False,1697,False,False,,False
KYC001673,Ellison Gill and Donovan Group / 易科技有限公司,KY,KY198807,,6.75,2021-05-15,2025-03-29,False,generated,ELLISON GILL AND DONOVAN 易科技有限公司,Ellison Gill and Donovan Group,易科技有限公司,KY198807,高,60,False,474,False,False,,False
KYC001674,Campos Mckee and Lee Holdings / 中貿易有限公司,HK,4909398,,16.86,2003-01-26,2024-10-20,False,generated,CAMPOS MCKEE AND LEE 中貿易有限公司,Campos Mckee and Lee Holdings,中貿易有限公司,4909398,中,20,False,679,False,False,,False
KYC001675,Gutierrez Boyle and Scott Limited / 金地產有限公司,KY,KY530684,,31.77,1997-09-17,2024-08-12,False,generated,GUTIERREZ BOYLE AND SCOTT 金地產有限公司,Gutierrez Boyle and Scott Limited,金地產有限公司,KY530684,高,60,False,245,False,False,,False
KYC001676,Williams Armstrong and Lee PLC / 嘉金融有限公司,KY,KY991032,,13.71,2011-06-13,2025-06-04,False,generated,WILLIAMS ARMSTRONG AND LEE PUBLIC 嘉金融有限公司,Williams Armstrong and Lee PLC,嘉金融有限公司,KY991032,高,60,False,541,False,False,,False
KYC001677,Reynolds Williams and Delgado PLC / 嘉實業有限公司,VG,VG865878,,11.87,1997-05-25,2025-05-31,False,generated,REYNOLDS WILLIAMS AND DELGADO PUBLIC 嘉實業有限公司,Reynolds Williams and Delgado PLC,嘉實業有限公司,VG865878,高,50,False,537,False,False,,False
KYC001678,Garcia LLC Holdings / 金科技有限公司,VG,VG229534,,1017.99,2017-08-30,2025-07-20,False,generated,GARCIA LIABILITY 金科技有限公司,Garcia LLC Holdings,金科技有限公司,VG229534,高,50,False,587,True,False,,False
KYC001679,Miller Gill and Page Limited / 嘉科技有限公司,HK,13723720,,48.78,2006-06-21,2023-02-06,False,generated,MILLER GILL AND PAGE 嘉科技有限公司,Miller Gill and Page Limited,嘉科技有限公司,13723720,中,20,False,57,False,False,,False
KYC001680,Walter Medina and Dominguez Ltd / 嘉地產有限公司,HK,13323483,,104.39,2023-10-03,2023-10-30,False,generated,WALTER MEDINA AND DOMINGUEZ 嘉地產有限公司,Walter Medina and Dominguez Ltd,嘉地產有限公司,13323483,中,20,False,323,False,False,,False
KYC001681,Cooke Bryant and Estes Ltd / 中貿易有限公司,VG,VG461612,,17.05,2016-05-31,2024-04-28,False,generated,COOKE BRYANT AND ESTES 中貿易有限公司,Cooke Bryant and Estes Ltd,中貿易有限公司,VG461612,高,50,False,139,False,False,,False
KYC001682,Salazar-Jenkins Ltd / 嘉金融有限公司,CN,CN-2663,,35.17,2008-05-17,2023-07-05,False,generated,SALAZAR-JENKINS 嘉金融有限公司,Salazar-Jenkins Ltd,嘉金融有限公司,CN2663,低,10,False,936,False,False,,False
